         525236 function calls (513044 primitive calls) in 6.050 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.018    0.009 specifiers.py:5(<module>)
        2    0.000    0.000    0.000    0.000 specifiers.py:620(SpecifierSet)
        1    0.000    0.000    0.000    0.000 specifiers.py:621(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 specifiers.py:657(__hash__)
        1    0.000    0.000    0.000    0.000 specifiers.py:694(__iter__)
        1    0.000    0.000    0.000    0.000 specifiers.py:722(contains)
        1    0.000    0.000    0.000    0.000 specifiers.py:749(<genexpr>)
        2    0.000    0.000    0.000    0.000 specifiers.py:90(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1253(PandasSQL)
        1    0.000    0.000    0.000    0.000 sql.py:1282(BaseEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1301(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 sql.py:1367(SQLDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:1851(SQLiteTable)
        1    0.000    0.000    0.000    0.000 sql.py:1991(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 sql.py:52(DatabaseError)
        1    0.000    0.000    0.000    0.000 sql.py:770(SQLTable)
      449    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      449    0.004    0.000    0.005    0.000 sre_compile.py:276(_optimize_charset)
       73    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       73    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      490    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       27    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      285    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  178/134    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
      107    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      141    0.001    0.000    0.003    0.000 sre_compile.py:536(_compile_info)
      282    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      141    0.000    0.000    0.016    0.000 sre_compile.py:598(_code)
      289    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 1088/141    0.005    0.000    0.013    0.000 sre_compile.py:71(_compile)
      141    0.001    0.000    0.047    0.000 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     1198    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     2443    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
     7117    0.002    0.000    0.003    0.000 sre_parse.py:164(__getitem__)
      526    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1798    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1294/358    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
      143    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    15534    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
     3536    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
    13805    0.004    0.000    0.007    0.000 sre_parse.py:254(get)
       43    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       75    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1575    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      215    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      275    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      300    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
  462/141    0.001    0.000    0.029    0.000 sre_parse.py:435(_parse_sub)
  634/148    0.011    0.000    0.029    0.000 sre_parse.py:493(_parse)
      141    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      709    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      208    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:863(_parse_flags)
      141    0.000    0.000    0.000    0.000 sre_parse.py:923(fix_flags)
      141    0.000    0.000    0.030    0.000 sre_parse.py:939(parse)
      208    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:971(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:980(addgroup)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.149    0.149 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:1103(StataReader)
        1    0.000    0.000    0.000    0.000 stata.py:2163(StataWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2910(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 stata.py:3091(StataWriter117)
        1    0.000    0.000    0.000    0.000 stata.py:3474(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 stata.py:495(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 stata.py:505(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 stata.py:516(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 stata.py:532(CategoricalConversionWarning)
        1    0.000    0.000    0.000    0.000 stata.py:653(StataValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:775(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 stata.py:807(StataMissingValue)
        1    0.000    0.000    0.000    0.000 stata.py:941(StataParser)
        1    0.000    0.000    0.006    0.006 std.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        1    0.000    0.000    0.000    0.000 std.py:216(EMA)
        1    0.000    0.000    0.000    0.000 std.py:247(tqdm)
        1    0.000    0.000    0.000    0.000 std.py:34(TqdmTypeError)
        1    0.000    0.000    0.000    0.000 std.py:38(TqdmKeyError)
        1    0.000    0.000    0.000    0.000 std.py:42(TqdmWarning)
        1    0.000    0.000    0.000    0.000 std.py:54(TqdmExperimentalWarning)
        1    0.000    0.000    0.000    0.000 std.py:59(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 std.py:64(TqdmMonitorWarning)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 string_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_.py:226(BaseStringArray)
        1    0.000    0.000    0.000    0.000 string_.py:230(StringArray)
        1    0.000    0.000    0.000    0.000 string_.py:57(StringDtype)
        1    0.000    0.000    0.000    0.000 string_arrow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string_arrow.py:97(ArrowStringArray)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        2    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.033    0.033 subprocess.py:1090(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:1158(poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        2    0.000    0.000    0.001    0.000 subprocess.py:1184(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:1240(_get_handles)
        3    0.000    0.000    0.000    0.000 subprocess.py:1312(_make_inheritable)
        1    0.000    0.000    0.000    0.000 subprocess.py:1321(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.014    0.014 subprocess.py:1334(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1445(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        2    0.000    0.000    0.001    0.000 subprocess.py:1462(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:174(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:175(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:197(Handle)
        9    0.000    0.000    0.000    0.000 subprocess.py:200(Close)
        1    0.000    0.000    0.000    0.000 subprocess.py:205(Detach)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.048    0.048 subprocess.py:377(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:439(__init__)
        1    0.000    0.000    0.048    0.048 subprocess.py:464(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.015    0.015 subprocess.py:756(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:103(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:124(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 sysconfig.py:133(_fix_pcbuild)
        1    0.000    0.000    0.000    0.000 sysconfig.py:141(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        2    0.000    0.000    0.000    0.000 sysconfig.py:626(get_platform)
        2    0.000    0.000    0.000    0.000 tags.py:42(Tag)
        2    0.000    0.000    0.004    0.002 tags.py:5(<module>)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:349(_view_wrapper)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:693(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:99(Task)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:128(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:411(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:454(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:770(TemporaryDirectory)
        1    0.000    0.000    0.090    0.090 testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      402    0.003    0.000    0.032    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1140(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1222(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1275(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1305(_MainThread)
        1    0.000    0.000    0.001    0.001 threading.py:1307(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1326(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:216(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:228(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:256(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:259(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:271(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        1    0.000    0.000    0.000    0.000 threading.py:374(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:386(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:469(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:510(Event)
        1    0.000    0.000    0.000    0.000 threading.py:521(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:535(set)
        1    0.000    0.000    0.000    0.000 threading.py:589(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:743(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:768(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:778(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:784(Thread)
        1    0.001    0.001    0.001    0.001 threading.py:795(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:82(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:936(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:940(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:943(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:31(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:81(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:97(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        4    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        4    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        2    0.000    0.000    0.008    0.004 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       52    0.000    0.000    0.014    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
      156    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       52    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      208    0.000    0.000    0.011    0.000 traceback.py:285(line)
      208    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       52    0.001    0.000    0.014    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       92    0.000    0.000    0.000    0.000 types.py:171(__get__)
        2    0.000    0.000    0.000    0.000 types.py:244(coroutine)
       34    0.000    0.000    0.000    0.000 typing.py:1007(__init_subclass__)
        8    0.000    0.000    0.000    0.000 typing.py:1192(__init_subclass__)
       21    0.000    0.000    0.000    0.000 typing.py:1197(<genexpr>)
      670    0.000    0.000    0.002    0.000 typing.py:128(_type_convert)
      639    0.001    0.000    0.004    0.000 typing.py:137(_type_check)
      198    0.000    0.000    0.000    0.000 typing.py:1375(cast)
      142    0.000    0.000    0.000    0.000 typing.py:1617(overload)
      359    0.000    0.000    0.000    0.000 typing.py:1646(final)
        9    0.000    0.000    0.001    0.000 typing.py:1846(_make_nmtuple)
        9    0.000    0.000    0.000    0.000 typing.py:1847(<listcomp>)
        9    0.000    0.000    0.000    0.000 typing.py:1848(<dictcomp>)
        9    0.000    0.000    0.001    0.000 typing.py:1866(__new__)
        9    0.000    0.000    0.000    0.000 typing.py:1879(<listcomp>)
      294    0.001    0.000    0.001    0.000 typing.py:191(_collect_type_vars)
        9    0.000    0.000    0.000    0.000 typing.py:1927(_namedtuple_mro_entries)
      194    0.000    0.000    0.000    0.000 typing.py:202(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:2050(NewType)
       66    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      139    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
      134    0.000    0.000    0.001    0.000 typing.py:232(_remove_dups_flatten)
        5    0.000    0.000    0.000    0.000 typing.py:249(_flatten_literal_params)
  639/606    0.001    0.000    0.011    0.000 typing.py:271(inner)
       33    0.000    0.000    0.000    0.000 typing.py:337(__repr__)
  167/134    0.000    0.000    0.006    0.000 typing.py:352(__getitem__)
        5    0.000    0.000    0.000    0.000 typing.py:358(__getitem__)
      134    0.000    0.000    0.005    0.000 typing.py:434(Union)
      462    0.000    0.000    0.002    0.000 typing.py:466(<genexpr>)
       33    0.000    0.000    0.002    0.000 typing.py:472(Optional)
        5    0.000    0.000    0.000    0.000 typing.py:481(Literal)
       24    0.000    0.000    0.000    0.000 typing.py:509(<genexpr>)
       94    0.000    0.000    0.001    0.000 typing.py:524(__init__)
      453    0.000    0.000    0.000    0.000 typing.py:565(__eq__)
      148    0.000    0.000    0.000    0.000 typing.py:574(__hash__)
       43    0.000    0.000    0.001    0.000 typing.py:628(__init__)
       51    0.000    0.000    0.000    0.000 typing.py:640(<genexpr>)
     1808    0.001    0.000    0.001    0.000 typing.py:665(_is_dunder)
      276    0.000    0.000    0.002    0.000 typing.py:677(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:694(__mro_entries__)
     1808    0.001    0.000    0.002    0.000 typing.py:713(__setattr__)
      276    0.001    0.000    0.004    0.000 typing.py:739(__init__)
      950    0.000    0.000    0.000    0.000 typing.py:743(<genexpr>)
      605    0.000    0.000    0.000    0.000 typing.py:750(__eq__)
  552/314    0.000    0.000    0.001    0.000 typing.py:756(__hash__)
       18    0.000    0.000    0.000    0.000 typing.py:804(__mro_entries__)
       57    0.000    0.000    0.001    0.000 typing.py:832(__getitem__)
      138    0.000    0.000    0.000    0.000 typing.py:837(<genexpr>)
      102    0.000    0.000    0.002    0.000 typing.py:841(copy_with)
        1    0.000    0.000    0.000    0.000 typing.py:845(__repr__)
       22    0.000    0.000    0.000    0.000 typing.py:876(copy_with)
       29    0.000    0.000    0.001    0.000 typing.py:880(__getitem__)
       22    0.000    0.000    0.001    0.000 typing.py:894(__getitem_inner__)
       51    0.000    0.000    0.000    0.000 typing.py:903(<genexpr>)
       45    0.000    0.000    0.001    0.000 typing.py:909(__getitem__)
      122    0.000    0.000    0.000    0.000 typing.py:920(<genexpr>)
      513    0.000    0.000    0.000    0.000 typing.py:928(__eq__)
  427/257    0.000    0.000    0.001    0.000 typing.py:933(__hash__)
       10    0.000    0.000    0.000    0.000 typing.py:946(_value_and_type_iter)
       59    0.000    0.000    0.000    0.000 typing.py:947(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:952(__eq__)
        5    0.000    0.000    0.000    0.000 typing.py:958(__hash__)
       13    0.000    0.000    0.000    0.000 typing.py:985(__class_getitem__)
       26    0.000    0.000    0.000    0.000 typing.py:993(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:996(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.001    0.001 tz.py:1552(__call__)
        1    0.000    0.000    0.001    0.001 tz.py:1590(nocache)
        1    0.000    0.000    0.006    0.006 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        4    0.000    0.000    0.004    0.001 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:21(get_host_platform)
        1    0.000    0.000    0.000    0.000 util.py:48(get_platform)
        3    0.000    0.000    0.006    0.002 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:101(set_num_threads)
        1    0.000    0.000    0.005    0.005 utils.py:11(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:112(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:119(_init_num_threads)
        1    0.000    0.000    0.000    0.000 utils.py:132(DisableOnWriteError)
        2    0.000    0.000    0.000    0.000 utils.py:15(InvalidWheelFilename)
        2    0.000    0.000    0.000    0.000 utils.py:167(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 utils.py:175(CallbackIOWrapper)
        2    0.000    0.000    0.000    0.000 utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 utils.py:210(CacheDict)
        2    0.000    0.000    0.000    0.000 utils.py:215(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:33(<genexpr>)
        4    0.000    0.000    0.000    0.000 utils.py:34(<genexpr>)
        3    0.000    0.000    0.010    0.003 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:51(FormatReplace)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:66(Comparable)
        1    0.000    0.000    0.000    0.000 utils.py:87(ObjectWrapper)
        1    0.000    0.000    0.000    0.000 uu.py:27(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        3    0.000    0.000    0.597    0.199 version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:10(<module>)
        3    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        1    0.000    0.000    0.000    0.000 version.py:113(StrictVersion)
        1    0.000    0.000    0.000    0.000 version.py:2(<module>)
        3    0.000    0.000    0.000    0.000 version.py:257(Version)
      989    0.004    0.000    0.009    0.000 version.py:261(__init__)
     1602    0.000    0.000    0.000    0.000 version.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:290(LooseVersion)
      116    0.000    0.000    0.001    0.000 version.py:293(__str__)
      456    0.000    0.000    0.000    0.000 version.py:301(<genexpr>)
      116    0.000    0.000    0.000    0.000 version.py:321(epoch)
      116    0.000    0.000    0.000    0.000 version.py:326(release)
      116    0.000    0.000    0.000    0.000 version.py:331(pre)
      122    0.000    0.000    0.000    0.000 version.py:336(post)
      116    0.000    0.000    0.000    0.000 version.py:340(dev)
      116    0.000    0.000    0.000    0.000 version.py:344(local)
