radio,net,cell,latitude,longitude,gid_level,gid_id,cellid4326,depth,damage_low,damage_baseline,damage_high,cost_usd_low,cost_usd_baseline,cost_usd_high
UMTS,6,61750,5.653290857,-0.025777286,GID_2,GHA.5.6_1,5.653290857142857_-0.025777285714285718,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,88,5.660019,-0.069351,GID_2,GHA.5.6_1,5.660019_-0.069351,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62000,5.664132119,-0.043933339,GID_2,GHA.5.6_1,5.664132118644066_-0.043933338983050865,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62039,5.660068078,-0.066570922,GID_2,GHA.5.6_1,5.660068078431375_-0.06657092156862746,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62122,5.64684548,-0.02735212,GID_2,GHA.5.6_1,5.6468454800000005_-0.02735212,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61766,5.657272,-0.063858,GID_2,GHA.5.6_1,5.657272_-0.063858,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62006,5.651869786,-0.024907071,GID_2,GHA.5.6_1,5.651869785714287_-0.024907071428571428,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62011,5.637376538,-0.044304769,GID_2,GHA.5.6_1,5.63737653846154_-0.04430476923076922,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62016,5.652667333,-0.020228667,GID_2,GHA.5.6_1,5.652667333333333_-0.020228666666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62001,5.651216,-0.050635692,GID_2,GHA.5.6_1,5.651216000000001_-0.050635692307692305,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62024,5.626863714,-0.008239571,GID_2,GHA.5.6_1,5.626863714285714_-0.008239571428571428,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62032,5.653768867,-0.051312267,GID_2,GHA.5.6_1,5.653768866666667_-0.05131226666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62036,5.635070833,-0.0260925,GID_2,GHA.5.6_1,5.635070833333334_-0.0260925,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62025,5.6596755,0.00206,GID_2,GHA.5.6_1,5.6596755_0.0020599999999999998,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62187,5.665512,0.007553,GID_2,GHA.5.6_1,5.665512_0.007553,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,170,5.647128929,-0.030906357,GID_2,GHA.5.6_1,5.647128928571429_-0.03090635714285714,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,86,5.676330333,-0.036589444,GID_2,GHA.5.6_1,5.6763303333333335_-0.03658944444444444,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,171,5.636651625,-0.03259525,GID_2,GHA.5.6_1,5.636651625_-0.03259525,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,120,5.6708335,-0.04281725,GID_2,GHA.5.6_1,5.6708335000000005_-0.04281725,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,54,5.6559985,-0.04146525,GID_2,GHA.5.6_1,5.6559985_-0.04146525,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,64,5.652368667,-0.017052,GID_2,GHA.5.6_1,5.652368666666667_-0.017051999999999998,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,161,5.651141,0.001316333,GID_2,GHA.5.6_1,5.651141_0.0013163333333333334,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,7,35909,5.651779,-0.0205995,GID_2,GHA.5.6_1,5.651779_-0.0205995,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,7,68,5.665387045,-0.039263636,GID_2,GHA.5.6_1,5.665387045454544_-0.039263636363636376,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,21,5.619178217,-0.038780391,GID_2,GHA.5.6_1,5.619178217391304_-0.038780391304347815,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,25,23,5.619277667,-0.038909667,GID_2,GHA.5.6_1,5.619277666666666_-0.03890966666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,25,525333,5.640335,-0.041656333,GID_2,GHA.5.6_1,5.640335_-0.04165633333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,25,525627,5.616348,-0.0633088,GID_2,GHA.5.6_1,5.6163479999999995_-0.0633088,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,25,525373,5.618362333,-0.031357,GID_2,GHA.5.6_1,5.618362333333334_-0.031356999999999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61762,5.4750825,-0.418339,GID_2,GHA.3.7_1,5.4750825_-0.418339,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36211,5.485611,-0.418167,GID_2,GHA.3.7_1,5.485611_-0.418167,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,115,5.489781333,-0.424077333,GID_2,GHA.3.7_1,5.489781333333333_-0.42407733333333325,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,66,5.473922667,-0.420089333,GID_2,GHA.3.7_1,5.473922666666667_-0.4200893333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,97,5.51239,-0.408554,GID_2,GHA.3.7_1,5.51239_-0.408554,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,72,5.3691216,-0.6228791,GID_2,GHA.3.7_1,5.369121599999999_-0.6228791,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,32,5.469714,-0.419915091,GID_2,GHA.3.7_1,5.469714000000001_-0.4199150909090909,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,189,5.4801178,-0.4151458,GID_2,GHA.3.7_1,5.4801177999999995_-0.4151458,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786104,5.386962833,-0.603790333,GID_2,GHA.3.7_1,5.386962833333333_-0.6037903333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786072,5.504608167,-0.416564833,GID_2,GHA.3.7_1,5.504608166666667_-0.41656483333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,7,33484,5.499344,-0.408554,GID_2,GHA.3.7_1,5.499344_-0.408554,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,79,5.499344,-0.4133605,GID_2,GHA.3.7_1,5.499344000000001_-0.4133605,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,180,5.479202333,-0.418624667,GID_2,GHA.3.7_1,5.479202333333333_-0.41862466666666664,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,768097,5.569382,-0.217667,GID_2,GHA.5.1_1,5.569382_-0.217667,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269321,5.5454155,-0.219578462,GID_2,GHA.5.1_1,5.5454155_-0.21957846153846153,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,40,5.576248,-0.220413,GID_2,GHA.5.1_1,5.576248_-0.220413,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,9,5.564828554,-0.217703786,GID_2,GHA.5.1_1,5.56482855357143_-0.21770378571428567,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,84,5.564974563,-0.232968975,GID_2,GHA.5.1_1,5.564974562500003_-0.232968975,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,170,5.569229333,-0.275497333,GID_2,GHA.5.1_1,5.569229333333333_-0.2754973333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,51,5.545467129,-0.224833258,GID_2,GHA.5.1_1,5.54546712903226_-0.22483325806451615,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269579,5.578257456,-0.218641396,GID_2,GHA.5.1_1,5.578257456375839_-0.21864139597315435,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269617,5.568226079,-0.222259039,GID_2,GHA.5.1_1,5.5682260789473705_-0.22225903947368428,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269577,5.572724217,-0.218611752,GID_2,GHA.5.1_1,5.572724216560507_-0.21861175159235657,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269363,5.532303,-0.253372,GID_2,GHA.5.1_1,5.532303_-0.253372,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,100,5.5578342,-0.2173262,GID_2,GHA.5.1_1,5.5578342_-0.21732619999999997,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,36,5.578536667,-0.219039667,GID_2,GHA.5.1_1,5.578536666666667_-0.21903966666666666,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,239,5.57729,-0.220882,GID_2,GHA.5.1_1,5.57729_-0.220882,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,121,5.56535,-0.231954,GID_2,GHA.5.1_1,5.56535_-0.231954,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,1236,5.565917,-0.230407,GID_2,GHA.5.1_1,5.565917_-0.230407,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,1103,5.57511125,-0.217189,GID_2,GHA.5.1_1,5.575111250000001_-0.21718900000000002,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,103,5.583216333,-0.217459,GID_2,GHA.5.1_1,5.583216333333334_-0.21745900000000004,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,1167,5.575562,-0.281525,GID_2,GHA.5.1_1,5.575562_-0.281525,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,291,5.554437143,-0.220950857,GID_2,GHA.5.1_1,5.554437142857144_-0.22095085714285714,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,208,5.565788,-0.229628,GID_2,GHA.5.1_1,5.565788_-0.229628,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,208,5.569967333,-0.219578,GID_2,GHA.5.1_1,5.5699673333333335_-0.21957800000000002,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,101,5.5611826,-0.226118,GID_2,GHA.5.1_1,5.5611826_-0.22611799999999999,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269765,5.557447313,-0.2173465,GID_2,GHA.5.1_1,5.557447312500001_-0.2173465,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,1250,5.5364225,-0.2217865,GID_2,GHA.5.1_1,5.5364225000000005_-0.2217865,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,1235,5.53093,-0.253372,GID_2,GHA.5.1_1,5.53093_-0.253372,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269767,5.576505333,-0.218512,GID_2,GHA.5.1_1,5.576505333333333_-0.218512,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,240,5.552681,-0.226354,GID_2,GHA.5.1_1,5.552681_-0.226354,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,269808,5.549671,-0.222064,GID_2,GHA.5.1_1,5.549671_-0.222064,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,299,5.591478,-0.13616,GID_2,GHA.5.1_1,5.591478_-0.13616,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,1296,5.566109,-0.230379,GID_2,GHA.5.1_1,5.566109_-0.230379,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,1292,5.565390333,-0.231837333,GID_2,GHA.5.1_1,5.565390333333333_-0.23183733333333334,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,1,102,5.57731,-0.222438,GID_2,GHA.5.1_1,5.57731_-0.222438,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,59,5.563889,-0.225906,GID_2,GHA.5.1_1,5.563889_-0.225906,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,69,5.581741,-0.275345,GID_2,GHA.5.1_1,5.581741_-0.275345,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,11802,5.557824,-0.226936,GID_2,GHA.5.1_1,5.557824_-0.226936,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,269618,5.5776214,-0.2805634,GID_2,GHA.5.1_1,5.5776214_-0.2805634,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,2,768111,5.568346,-0.21948,GID_2,GHA.5.1_1,5.568346_-0.21948,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,269616,5.568008,-0.221786,GID_2,GHA.5.1_1,5.568008_-0.221786,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,269577,5.57968125,-0.22213,GID_2,GHA.5.1_1,5.57968125_-0.22213,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,93,5.547867,-0.218811,GID_2,GHA.5.1_1,5.547867_-0.218811,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,2,54,5.559425,-0.22831,GID_2,GHA.5.1_1,5.559425_-0.22831,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,2,768188,5.580415,-0.216866,GID_2,GHA.5.1_1,5.580415_-0.216866,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,83,5.570905548,-0.223991742,GID_2,GHA.5.1_1,5.570905548387099_-0.22399174193548388,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,45,5.543747,-0.280315,GID_2,GHA.5.1_1,5.543747_-0.280315,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,768095,5.579910167,-0.219268833,GID_2,GHA.5.1_1,5.579910166666665_-0.21926883333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,768096,5.56217175,-0.21800975,GID_2,GHA.5.1_1,5.56217175_-0.21800975,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,136,5.583115,-0.275345,GID_2,GHA.5.1_1,5.583115_-0.275345,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,135,5.583115,-0.275345,GID_2,GHA.5.1_1,5.583115_-0.275345,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,768252,5.569381714,-0.224337143,GID_2,GHA.5.1_1,5.569381714285714_-0.22433714285714285,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,98,5.5645755,-0.2254485,GID_2,GHA.5.1_1,5.5645755_-0.2254485,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,59,5.563889,-0.225906,GID_2,GHA.5.1_1,5.563889_-0.225906,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,134,5.570297333,-0.224991,GID_2,GHA.5.1_1,5.570297333333333_-0.22499100000000002,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,43,5.567260333,-0.222394833,GID_2,GHA.5.1_1,5.5672603333333335_-0.22239483333333332,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36136,5.556669667,-0.218716667,GID_2,GHA.5.1_1,5.556669666666667_-0.21871666666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,40,5.5522326,-0.222148,GID_2,GHA.5.1_1,5.552232600000001_-0.22214799999999996,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,112939,5.562403667,-0.219320667,GID_2,GHA.5.1_1,5.562403666666668_-0.21932066666666672,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,112965,5.566227857,-0.218867143,GID_2,GHA.5.1_1,5.566227857142857_-0.21886714285714287,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,11846,5.53093,-0.267105,GID_2,GHA.5.1_1,5.53093_-0.267105,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,112955,5.557092278,-0.223816056,GID_2,GHA.5.1_1,5.557092277777779_-0.22381605555555556,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,91,5.5737845,-0.279563333,GID_2,GHA.5.1_1,5.5737844999999995_-0.27956333333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215468,5.5645066,-0.2896958,GID_2,GHA.5.1_1,5.5645066_-0.28969579999999995,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,36141,5.537796,-0.271225,GID_2,GHA.5.1_1,5.537796_-0.271225,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,112936,5.547630385,-0.223717538,GID_2,GHA.5.1_1,5.547630384615384_-0.22371753846153844,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61787,5.573139833,-0.278911833,GID_2,GHA.5.1_1,5.573139833333333_-0.2789118333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61868,5.561943,-0.291137667,GID_2,GHA.5.1_1,5.561943_-0.2911376666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,124,5.573129667,-0.222498467,GID_2,GHA.5.1_1,5.573129666666667_-0.2224984666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,121,5.582943,-0.279293,GID_2,GHA.5.1_1,5.582943_-0.279293,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215387,5.574642,-0.2788426,GID_2,GHA.5.1_1,5.574642000000001_-0.27884260000000005,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215391,5.571594333,-0.281666333,GID_2,GHA.5.1_1,5.5715943333333335_-0.28166633333333335,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,215377,5.533291667,-0.253652333,GID_2,GHA.5.1_1,5.533291666666667_-0.2536523333333333,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,43,5.578662753,-0.221917,GID_2,GHA.5.1_1,5.578662752688175_-0.221917,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,46,5.574014593,-0.22211379,GID_2,GHA.5.1_1,5.574014592592594_-0.22211379012345683,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,80,5.562515333,-0.227279333,GID_2,GHA.5.1_1,5.562515333333333_-0.22727933333333336,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,965,5.575363573,-0.218182613,GID_2,GHA.5.1_1,5.575363573333337_-0.21818261333333336,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,81,5.581955934,-0.223069738,GID_2,GHA.5.1_1,5.58195593442623_-0.22306973770491803,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,966,5.556394167,-0.221844048,GID_2,GHA.5.1_1,5.556394166666672_-0.22184404761904772,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,971,5.567210423,-0.221749923,GID_2,GHA.5.1_1,5.567210423076923_-0.22174992307692307,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,972,5.583106565,-0.216813391,GID_2,GHA.5.1_1,5.583106565217391_-0.2168133913043478,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,3,463,5.591049222,-0.134811556,GID_2,GHA.5.1_1,5.591049222222222_-0.13481155555555555,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,7,33331,5.577621,-0.279465,GID_2,GHA.5.1_1,5.577621_-0.279465,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,25,269611,5.572585667,-0.217208667,GID_2,GHA.5.1_1,5.572585666666666_-0.2172086666666667,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,32,5.8684255,0.01441,GID_2,GHA.5.2_1,5.868425499999999_0.014410000000000004,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,1,68,5.923691,-0.048752,GID_2,GHA.5.2_1,5.923691_-0.048752,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,6,62076,5.93605,-0.030899,GID_2,GHA.5.2_1,5.93605_-0.030899,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,2,921848,5.810741,-0.350547,GID_2,GHA.4.3_1,5.810741_-0.350547,0.46539408,0.25,0.5,0.75,8333,16667,25000
LTE,2,858,5.810892,-0.350497,GID_2,GHA.4.3_1,5.810892_-0.350497,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,527765,5.8166475,-0.357399,GID_2,GHA.4.3_1,5.8166475_-0.357399,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,527801,5.8208085,-0.35076125,GID_2,GHA.4.3_1,5.8208085_-0.35076125,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786105,5.8205515,-0.35001,GID_2,GHA.4.3_1,5.8205515000000005_-0.35001000000000004,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785953,5.821834667,-0.354147,GID_2,GHA.4.3_1,5.821834666666667_-0.354147,0.46539408,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786069,5.81115825,-0.35775,GID_2,GHA.4.3_1,5.811158249999999_-0.35775,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,6,124,5.82933425,-0.343609,GID_2,GHA.4.3_1,5.8293342500000005_-0.343609,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,45,5.8099824,-0.3544464,GID_2,GHA.4.3_1,5.8099824_-0.35444639999999994,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,96,5.816574,-0.3536225,GID_2,GHA.4.3_1,5.816574_-0.3536225,0.46539408,0.25,0.5,0.75,8333,16667,25000
GSM,3,52,5.213881818,-1.091143909,GID_2,GHA.3.12_1,5.213881818181818_-1.0911439090909092,0.490638971,0.25,0.5,0.75,8333,16667,25000
UMTS,2,870645,5.2116395,-1.06773375,GID_2,GHA.3.12_1,5.2116395_-1.06773375,0.560638964,0.25,0.5,0.75,8333,16667,25000
UMTS,2,819302,10.734329,-2.8317265,GID_2,GHA.8.2_1,10.734328999999999_-2.8317265,0.56581783,0.25,0.5,0.75,8333,16667,25000
GSM,2,66,5.991897667,0.648422333,GID_2,GHA.9.15_1,5.991897666666667_0.6484223333333333,0.5713994,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783906,5.07877375,-1.4213565,GID_2,GHA.3.10_1,5.07877375_-1.4213564999999997,0.740638971,0.25,0.5,0.75,8333,16667,25000
GSM,1,31,5.975451,0.637207429,GID_2,GHA.9.15_1,5.975450999999999_0.6372074285714285,0.80139935,0.25,0.5,0.75,8333,16667,25000
GSM,1,68,5.975569125,0.640309375,GID_2,GHA.9.15_1,5.975569125_0.640309375,0.80139935,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783683,6.0988345,1.103071,GID_2,GHA.9.8_1,6.098834500000001_1.103071,0.8113994,0.25,0.5,0.75,8333,16667,25000
GSM,1,67,6.098935893,1.102377679,GID_2,GHA.9.8_1,6.098935892857142_1.1023776785714285,0.8113994,0.25,0.5,0.75,8333,16667,25000
GSM,7,205,5.158081,-1.20369,GID_2,GHA.3.1_1,5.158081_-1.20369,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,7,43724,5.1426315,-1.2153625,GID_2,GHA.3.1_1,5.1426315_-1.2153625,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,6,61861,5.143204,-1.211013667,GID_2,GHA.3.1_1,5.143204_-1.2110136666666667,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,152,5.149362818,-1.208745545,GID_2,GHA.3.1_1,5.149362818181819_-1.208745545454545,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,33,5.14829625,-1.20935425,GID_2,GHA.3.1_1,5.1482962500000005_-1.20935425,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,785953,5.142984667,-1.215185333,GID_2,GHA.3.1_1,5.142984666666667_-1.2151853333333333,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,786072,5.146408,-1.211929,GID_2,GHA.3.1_1,5.146408_-1.211929,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783944,5.338287333,-1.006240667,GID_2,GHA.3.3_1,5.338287333333334_-1.0062406666666666,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784059,5.322189,-1.014175,GID_2,GHA.3.3_1,5.322189_-1.014175,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,35,5.1434365,-1.283569333,GID_2,GHA.3.8_1,5.143436500000001_-1.2835693333333333,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,32,5.128624,-1.27348725,GID_2,GHA.3.8_1,5.128624_-1.27348725,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,149,5.118981826,-1.268986478,GID_2,GHA.3.8_1,5.118981826086958_-1.2689864782608695,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783904,5.113546563,-1.254212063,GID_2,GHA.3.8_1,5.113546562500001_-1.2542120625,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783903,5.1123352,-1.2452394,GID_2,GHA.3.8_1,5.1123352_-1.2452394000000002,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784021,5.121085963,-1.269925185,GID_2,GHA.3.8_1,5.121085962962963_-1.2699251851851854,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783943,5.12278545,-1.28650015,GID_2,GHA.3.8_1,5.12278545_-1.2865001499999997,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783907,5.1374245,-1.281157929,GID_2,GHA.3.8_1,5.137424500000001_-1.2811579285714283,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783902,5.11694615,-1.2672115,GID_2,GHA.3.8_1,5.11694615_-1.2672115000000004,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783982,5.1214439,-1.27352375,GID_2,GHA.3.8_1,5.121443900000001_-1.2735237500000003,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784058,5.127052333,-1.283409167,GID_2,GHA.3.8_1,5.127052333333332_-1.2834091666666667,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,784061,5.1492525,-1.2898635,GID_2,GHA.3.8_1,5.149252500000001_-1.2898635,0.860638976,0.25,0.5,0.75,8333,16667,25000
UMTS,1,783906,5.112026083,-1.29062925,GID_2,GHA.3.8_1,5.112026083333333_-1.29062925,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,34,5.111343375,-1.284192625,GID_2,GHA.3.8_1,5.111343375000001_-1.284192625,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,188,5.1096155,-1.265931167,GID_2,GHA.3.8_1,5.1096155_-1.2659311666666666,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,30,5.116828545,-1.264162727,GID_2,GHA.3.8_1,5.116828545454545_-1.2641627272727272,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,110,5.119256619,-1.286771762,GID_2,GHA.3.8_1,5.1192566190476185_-1.286771761904762,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,111,5.109329,-1.25930775,GID_2,GHA.3.8_1,5.109329_-1.2593077499999998,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,31,5.110183667,-1.255905,GID_2,GHA.3.8_1,5.110183666666667_-1.255905,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,71,5.122932385,-1.288897846,GID_2,GHA.3.8_1,5.122932384615385_-1.2888978461538458,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,186,5.1304395,-1.285833833,GID_2,GHA.3.8_1,5.1304395000000005_-1.2858338333333335,0.860638976,0.25,0.5,0.75,8333,16667,25000
GSM,1,108,5.142151,-1.285881,GID_2,GHA.3.8_1,5.142151_-1.285881,0.860638976,0.25,0.5,0.75,8333,16667,25000
